Level,Depot,Vehicle,Unique_Edges,Unique_Distance_km,Total_Unique_Distance_km,Avg_Time_per_Vehicle_h,Avg_Distance_per_Vehicle_km
Vehicle,79,2,299,129.07410718668524,,,
Vehicle,79,3,313,149.11985838553068,,,
Vehicle,79,4,330,129.77434795288315,,,
Vehicle,79,5,245,94.21602854722028,,,
Vehicle,79,6,44,15.532775316317242,,,
Depot,79,,1236,,612.2682534713872,1.2755588613987234,102.04470891189786
Vehicle,80,1,75,34.434771818945805,,,
Vehicle,80,2,63,22.436915917364004,,,
Vehicle,80,3,65,25.645186078586303,,,
Vehicle,80,4,55,22.241516053839003,,,
Vehicle,80,5,64,26.802030558773794,,,
Vehicle,80,6,69,25.646299350878536,,,
Depot,80,,104,,41.9401140071985,0.08737523751499689,6.99001900119975
Vehicle,81,1,319,148.0249719810346,,,
Vehicle,81,2,64,30.34539728443462,,,
Vehicle,81,3,41,19.223041021857192,,,
Vehicle,81,4,80,37.46342577421735,,,
Vehicle,81,5,58,30.335823370797417,,,
Vehicle,81,6,58,26.394799157264632,,,
Depot,81,,372,,175.7840629688113,0.3662167978516902,29.29734382813522
Vehicle,82,1,2,0.5367610133697059,,,
Vehicle,82,2,4,1.2152916294431464,,,
Vehicle,82,3,7,3.823508730059115,,,
Vehicle,82,4,10,5.253142625224331,,,
Vehicle,82,5,17,10.428158689090983,,,
Vehicle,82,6,8,2.736267663619178,,,
Depot,82,,17,,10.428158689090985,0.021725330602272885,1.738026448181831
Vehicle,83,1,44,3.3274350046667656,,,
Vehicle,83,2,41,4.111247358979616,,,
Vehicle,83,3,43,4.2401525690435165,,,
Vehicle,83,4,35,3.4809194368887426,,,
Vehicle,83,5,44,4.17020218919572,,,
Vehicle,83,6,34,2.7634307374935045,,,
Depot,83,,51,,4.6606278149844576,0.00970964128121762,0.7767713024974096
Vehicle,84,1,134,63.57063129151819,,,
Vehicle,84,2,46,12.863737007680527,,,
Vehicle,84,3,45,8.564555348488579,,,
Vehicle,84,4,46,13.217660702230768,,,
Vehicle,84,5,39,8.023475382408536,,,
Vehicle,84,6,46,10.03492535878529,,,
Depot,84,,153,,74.1671315342961,0.15451485736311688,12.36118858904935
Vehicle,85,1,159,125.55716423895663,,,
Vehicle,85,2,27,2.3988291521565515,,,
Vehicle,85,3,18,1.7659851697491518,,,
Vehicle,85,4,14,1.5834015826730312,,,
Vehicle,85,5,20,1.9165135196871517,,,
Vehicle,85,6,30,2.6212315746817407,,,
Depot,85,,184,,127.7967923183882,0.2662433173299754,21.29946538639803
Vehicle,86,1,284,54.50792446185327,,,
Vehicle,86,2,259,66.45326161478283,,,
Vehicle,86,3,332,146.79094865300405,,,
Vehicle,86,4,373,155.43939681809857,,,
Vehicle,86,5,304,102.88570400643445,,,
Vehicle,86,6,257,52.64077279791822,,,
Depot,86,,1318,,419.12830825482774,0.8731839755308911,69.85471804247129
Vehicle,87,1,273,162.71381763483816,,,
Vehicle,87,2,248,109.53040031917169,,,
Vehicle,87,3,296,178.6593672381697,,,
Vehicle,87,4,244,95.71120588918072,,,
Vehicle,87,5,227,136.17485877472424,,,
Vehicle,87,6,16,0.9808145430933931,,,
Depot,87,,1067,,552.6854202603563,1.1514279588757423,92.11423671005939
Vehicle,88,1,286,135.9869030550151,,,
Vehicle,88,2,343,127.87481365341549,,,
Vehicle,88,3,195,116.92128425500172,,,
Vehicle,88,4,59,32.77635461469489,,,
Vehicle,88,5,54,29.016992491270198,,,
Vehicle,88,6,36,17.342024265792556,,,
Depot,88,,709,,350.65791895516094,0.7305373311565853,58.44298649252683
Vehicle,89,1,223,177.8630051240939,,,
Vehicle,89,2,317,232.49056086464626,,,
Vehicle,89,3,265,122.85973954676331,,,
Vehicle,89,4,299,101.47069600029023,,,
Vehicle,89,5,318,181.6163361519267,,,
Vehicle,89,6,384,173.76457202742108,,,
Depot,89,,1368,,788.0728524359815,1.6418184425749616,131.34547540599692
Vehicle,90,1,260,85.96610330876874,,,
Vehicle,90,2,384,119.72027602741296,,,
Vehicle,90,3,415,146.65413165474044,,,
Vehicle,90,4,281,71.71289416402394,,,
Vehicle,90,5,194,75.46249727236064,,,
Vehicle,90,6,94,39.47060855800608,,,
Depot,90,,1160,,361.391765899079,0.7528995122897479,60.23196098317984
Vehicle,91,1,282,169.91815191961,,,
Vehicle,91,2,301,170.29568435513406,,,
Vehicle,91,3,144,81.29445185105848,,,
Vehicle,91,4,114,66.79198207469827,,,
Vehicle,91,5,167,78.9775175912584,,,
Vehicle,91,6,127,91.94078139760866,,,
Depot,91,,753,,347.17231929628235,0.7232756652005883,57.86205321604706
Vehicle,92,1,282,109.89822152453856,,,
Vehicle,92,2,257,82.23894032792013,,,
Vehicle,92,3,50,8.900757680091152,,,
Vehicle,92,4,29,10.303028111288604,,,
Vehicle,92,5,24,4.965873944347803,,,
Vehicle,92,6,18,2.6907298615121604,,,
Depot,92,,517,,185.24192779592224,0.38592068290817133,30.873654632653707
Vehicle,93,1,20,11.7702734311325,,,
Vehicle,93,2,22,12.55155430279722,,,
Vehicle,93,3,20,11.7702734311325,,,
Vehicle,93,4,16,10.917113135019108,,,
Vehicle,93,5,21,9.685371755141096,,,
Vehicle,93,6,15,8.643451115603256,,,
Depot,93,,28,,15.671584366526167,0.032649134096929516,2.6119307277543613
Vehicle,94,1,84,27.30188391091839,,,
Vehicle,94,2,81,27.684234777507033,,,
Vehicle,94,3,90,29.498958570670467,,,
Vehicle,94,4,94,27.246842532160436,,,
Vehicle,94,5,71,26.611950465402227,,,
Vehicle,94,6,81,22.643505849126715,,,
Depot,94,,139,,38.553675403257444,0.08032015709011966,6.4256125672095745
Vehicle,95,1,11,0.9755674059515203,,,
Vehicle,95,2,25,19.829438537663627,,,
Vehicle,95,3,13,1.2110916248751997,,,
Vehicle,95,4,13,1.2597148871848358,,,
Vehicle,95,5,9,0.7189808411699788,,,
Vehicle,95,6,13,1.2110916248751997,,,
Depot,95,,29,,20.32154932136885,0.0423365610861851,3.3869248868948083
Vehicle,96,1,218,133.34229825377452,,,
Vehicle,96,2,288,131.04895868829132,,,
Vehicle,96,3,323,201.20500050095404,,,
Vehicle,96,4,347,255.1756663080543,,,
Vehicle,96,5,262,130.12753149432885,,,
Vehicle,96,6,145,35.77482919645357,,,
Depot,96,,1136,,629.0567793931226,1.3105349570690055,104.84279656552044
Vehicle,97,1,271,129.07784243924763,,,
Vehicle,97,2,262,92.26468494222898,,,
Vehicle,97,3,240,47.186226011823024,,,
Vehicle,97,4,279,145.07137113127723,,,
Vehicle,97,5,83,62.38973760477215,,,
Vehicle,97,6,39,22.158460878745757,,,
Depot,97,,945,,353.0846418763112,0.7355930039089816,58.84744031271853
Vehicle,98,1,326,199.44004046137533,,,
Vehicle,98,2,317,177.14261781269352,,,
Vehicle,98,3,195,112.79563823319,,,
Vehicle,98,4,186,108.12266864661873,,,
Vehicle,98,5,152,67.62633494567523,,,
Vehicle,98,6,169,84.97900209892059,,,
Depot,98,,891,,434.1623131938293,0.904504819153811,72.36038553230487
Vehicle,99,1,212,41.502235497468156,,,
Vehicle,99,2,250,56.14627018747132,,,
Vehicle,99,3,235,62.92452586274878,,,
Vehicle,99,4,223,51.39271350850852,,,
Vehicle,99,5,205,54.61790469266053,,,
Vehicle,99,6,183,27.536762751740326,,,
Depot,99,,1124,,225.86636499906027,0.4705549270813756,37.64439416651004
Vehicle,100,1,222,99.60488790123435,,,
Vehicle,100,2,78,44.315095712509034,,,
Vehicle,100,3,25,16.924611778840998,,,
Vehicle,100,4,15,9.18229227594687,,,
Vehicle,100,5,20,16.040475995793418,,,
Vehicle,100,6,19,12.49123318955621,,,
Depot,100,,277,,134.0978894728662,0.2793706030684712,22.3496482454777
Vehicle,101,1,300,134.51201912561706,,,
Vehicle,101,2,306,91.40833069630632,,,
Vehicle,101,3,247,56.1844394768423,,,
Vehicle,101,4,105,34.40010431182783,,,
Vehicle,101,5,84,55.87661169250523,,,
Vehicle,101,6,60,25.60669577283493,,,
Depot,101,,779,,243.36943038748132,0.5070196466405861,40.561571731246886
Vehicle,102,1,20,2.623567816245891,,,
Vehicle,102,2,11,1.3160110617692284,,,
Vehicle,102,3,11,1.2420718688528605,,,
Vehicle,102,4,12,1.3636455465126929,,,
Vehicle,102,5,12,1.3636455465126929,,,
Vehicle,102,6,14,1.414409073639169,,,
Depot,102,,20,,2.623567816245891,0.005465766283845605,0.43726130270764846
Vehicle,103,1,34,1.408997119542944,,,
Vehicle,103,2,26,0.92904672813655,,,
Vehicle,103,3,37,1.9309980288299364,,,
Vehicle,103,4,31,1.0690940841670173,,,
Vehicle,103,5,31,1.0690940841670173,,,
Vehicle,103,6,28,0.9788355784420498,,,
Depot,103,,37,,1.9309980288299364,0.004022912560062367,0.3218330048049894
Vehicle,104,1,81,33.39726470569408,,,
Vehicle,104,2,80,36.29771742606021,,,
Vehicle,104,3,80,27.55459733729377,,,
Vehicle,104,4,80,25.836771286316047,,,
Vehicle,104,5,82,33.51993813588209,,,
Vehicle,104,6,73,25.737724332889417,,,
Depot,104,,95,,38.3779579419489,0.07995407904572688,6.39632632365815
Vehicle,105,1,259,135.5294089486881,,,
Vehicle,105,2,151,64.79305012906319,,,
Vehicle,105,3,14,2.2775605218792148,,,
Vehicle,105,4,9,1.757620834048985,,,
Vehicle,105,5,12,2.054996459282955,,,
Vehicle,105,6,18,2.7357673629870862,,,
Depot,105,,375,,190.96647428776836,0.3978468214328508,31.827745714628062
Vehicle,106,1,395,246.97314211124984,,,
Vehicle,106,2,406,146.89367977274208,,,
Vehicle,106,3,434,165.6296353492058,,,
Vehicle,106,4,422,200.79312009122634,,,
Vehicle,106,5,445,230.93539767249388,,,
Vehicle,106,6,220,121.79334809066285,,,
Depot,106,,1731,,802.6568305947898,1.672201730405812,133.77613843246496
Vehicle,107,1,399,141.5291092769026,,,
Vehicle,107,2,378,106.52629791705189,,,
Vehicle,107,3,391,153.34266050476475,,,
Vehicle,107,4,211,79.89434100450038,,,
Vehicle,107,5,101,40.85621571410796,,,
Vehicle,107,6,94,43.024610144850854,,,
Depot,107,,1124,,400.9558364763797,0.835324659325791,66.82597274606329
Vehicle,108,1,238,184.38058028439627,,,
Vehicle,108,2,74,78.69584430026534,,,
Vehicle,108,3,52,21.29102145065125,,,
Vehicle,108,4,35,10.856899438969165,,,
Vehicle,108,5,38,10.241295196358948,,,
Vehicle,108,6,39,12.69988916513629,,,
Depot,108,,283,,251.14122615820744,0.5232108878295988,41.85687102636791
